Date,AAPL,ACN,ADBE,ADI,ADP,ADS,ADSK,AKAM,AMAT,AMD,ANSS,APH,ATVI,AVGO,CA,CDNS,CRM,CSCO,CSRA,CTL,CTSH,CTXS,DXC,EA,EBAY,FB,FFIV,FIS,FISV,FLIR,GLW,GOOG,GOOGL,GPN,HPE,HPQ,IBM,INTC,INTU,IT,JNPR,KLAC,LRCX,MA,MCHP,MSFT,MSI,MU,NTAP,NVDA,ORCL,PAYX,PYPL,QCOM,QRVO,RHT,SNPS,STX,SWKS,SYMC,T,TEL,TSS,TXN,V,VRSN,VZ,WDC,WU,XLNX,XRX
2017-12-27,169.907272,153.320007,175.360001,89.099998,117.260002,249.845108,104.58000200000001,65.190002,51.586090000000006,10.53,146.66000400000001,88.089996,63.34,259.119995,33.256347999999996,42.25,102.650002,38.274516999999996,30.389834999999998,16.540241,71.02535999999999,88.440002,94.730003,105.230003,37.610001000000004,177.619995,131.75,94.0,131.490005,47.023742999999996,32.154793,1049.369995,1060.199951,100.33000200000001,14.67,21.27,151.637024,45.799285999999995,158.353012,123.970001,28.680826,106.672615,184.903549,151.162003,88.015289,85.309265,90.800003,42.48,55.953228,197.04754599999998,47.196209,67.901169,74.589996,63.990765,67.260002,121.220001,85.709999,42.110001000000004,95.53184499999999,28.294211999999998,38.381634000000005,94.817329,79.300003,103.954689,113.82183799999999,114.379997,52.679974,80.459999,18.799999,67.555092,29.23
2017-12-28,170.385315,153.570007,175.550003,89.379997,117.309998,250.77298,105.07,65.43,51.626019,10.55,147.649994,88.599998,63.400002,260.420013,33.256347999999996,42.290001000000004,102.790001,38.304295,29.951280999999998,16.58869,71.214897,88.629997,94.970001,105.309998,37.919998,177.919998,132.080002,94.279999,131.990005,46.854305,32.105095,1048.140015,1055.949951,100.32,14.61,21.15,152.53813200000002,45.908546,158.20336899999998,123.889999,28.670896999999997,107.23938799999999,185.07312,151.53143300000002,88.224373,85.319214,90.57,41.810001,55.60445,197.27739,47.335663000000004,67.841599,74.16999799999999,63.832122999999996,67.360001,121.129997,85.650002,42.02,96.24968,28.324049,38.667843,94.867126,79.699997,104.243095,114.15126000000001,115.5,52.828289,80.639999,19.07,68.14200600000001,29.450001
2017-12-29,168.542831,153.08999599999999,175.240005,89.029999,117.190002,252.898071,104.83000200000001,65.040001,51.027107,10.28,147.58999599999999,87.800003,63.32,256.899994,33.037945,41.82,102.230003,38.016441,29.821709000000002,16.162346,70.845802,88.0,94.900002,105.059998,37.740002000000004,176.46000700000002,131.220001,94.089996,131.130005,46.465595,31.796967,1046.400024,1053.400024,100.239998,14.36,21.01,151.924194,45.848949,157.405273,123.150002,28.303448,104.475128,183.606827,151.12207,87.49754300000001,85.14005999999999,90.339996,41.119999,55.126132999999996,193.379822,47.096592,67.583504,73.620003,63.475184999999996,66.599998,120.099998,85.239998,41.84,94.664459,27.906346999999997,38.371765,94.66791500000001,79.089996,103.865189,113.82183799999999,114.440002,52.33392,79.529999,19.01,67.06765,29.15
2018-01-02,171.56051599999998,153.83999599999999,177.699997,90.279999,115.989998,254.74383500000002,107.120003,65.559998,52.94361899999999,10.98,148.550003,87.800003,64.309998,267.01001,33.335766,42.049999,104.410004,38.572296,30.34,16.86969,70.77597,88.690002,95.050003,109.449997,38.060001,181.419998,132.580002,93.699997,130.350006,46.953976000000004,32.423164,1065.0,1073.209961,99.559998,14.61,21.32,152.746094,46.534298,158.34303300000002,124.849998,28.502069,105.52912099999999,188.80371100000002,151.67120400000002,90.016541,85.54813399999999,90.550003,43.669998,55.37525600000001,199.226196,46.449116,66.819115,73.839996,64.645142,68.879997,121.040001,86.029999,42.93,98.133995,28.751694,38.036209,94.946815,78.480003,104.988968,114.31098899999999,109.470001,52.927158,81.379997,19.08,67.525246,29.370001000000002
2018-01-03,171.53063999999998,154.550003,181.03999299999998,91.400002,117.25,259.472961,109.379997,65.940002,53.881907999999996,11.55,151.419998,88.940002,65.309998,269.929993,33.464817,42.93,105.290001,38.879996999999996,30.469998999999998,16.549931,71.374504,89.650002,96.849998,109.75,39.220001,184.669998,134.03999299999998,94.25,131.41000400000001,47.32275,33.218334000000006,1082.47998,1091.52002,101.709999,14.7,21.370001000000002,156.944763,44.955013,158.781998,125.190002,28.611309000000002,106.76210800000001,192.01561,153.578217,91.370613,85.94626600000001,89.910004,44.98,56.869999,212.33804300000003,47.524925,67.782043,76.75,65.378853,68.389999,123.059998,87.059998,42.849998,99.629486,28.751694,37.157845,96.550514,78.779999,107.833229,115.449005,110.900002,51.83955,82.66999799999999,19.07,68.878136,29.33
2018-01-04,172.327393,156.380005,183.220001,91.300003,118.370003,263.443787,112.07,65.599998,54.191345,12.12,151.820007,88.629997,64.660004,270.019989,33.534309,43.580002,106.68,38.990002000000004,30.809998999999998,16.443344,72.50173199999999,90.699997,99.18,107.190002,38.57,184.330002,137.119995,94.949997,133.259995,47.45232,33.556282,1086.400024,1095.76001,103.650002,15.06,21.530001000000002,160.123459,44.130608,161.625214,127.300003,28.59145,106.951027,192.893402,155.565079,91.58966099999999,86.702721,90.660004,46.880001,57.810001,213.457336,47.993103000000005,68.417374,76.730003,65.468086,68.720001,123.980003,87.889999,42.639998999999996,100.466957,28.811365000000002,37.503269,96.998749,79.41999799999999,107.694,115.878258,111.470001,52.007633,82.16999799999999,19.450001,70.121605,29.690001000000002
2018-01-05,174.289398,157.669998,185.33999599999999,91.66999799999999,118.300003,264.152191,110.839996,65.83000200000001,54.500781999999994,11.88,152.449997,89.709999,66.370003,271.619995,33.78249,43.990002000000004,108.099998,39.529999,31.07,16.472414,73.120216,91.480003,100.629997,112.389999,39.689999,186.850006,136.179993,95.489998,134.580002,48.090199,33.437008,1102.22998,1110.290039,103.559998,15.05,21.75,160.905762,44.438519,163.720245,129.33999599999999,28.313378999999998,109.23800700000001,195.905792,158.78999299999998,91.85849,87.777672,91.879997,45.799999,58.849998,215.26622000000003,48.281979,68.208908,78.699997,65.90434300000001,68.029999,124.139999,88.93,42.939999,100.92558299999999,29.348409999999998,37.641438,99.21006,79.940002,108.51943200000001,118.65342700000001,113.0,51.888985,82.690002,20.6,73.76248199999999,29.91
2018-01-08,173.642044,158.929993,185.03999299999998,91.83000200000001,117.940002,262.695526,111.41999799999999,65.879997,55.81838199999999,12.28,153.71000700000002,90.66999799999999,66.629997,272.269989,33.623653000000004,44.919998,108.860001,39.939999,31.08,16.695276,73.19004100000001,90.970001,100.550003,113.220001,39.799999,188.279999,137.619995,95.730003,134.850006,49.505493,33.566227000000005,1106.939941,1114.209961,104.18,14.82,21.84,161.876205,44.438519,163.820007,130.309998,28.581518,109.53631599999999,197.38208,159.270004,92.216927,87.867249,92.82,45.549999,59.650002,221.86212200000003,48.790001000000004,67.782043,79.050003,65.706039,68.839996,125.209999,89.760002,46.0,100.945518,29.408081,37.75,99.419235,81.139999,109.03656799999999,119.13259099999999,114.309998,51.799999,81.440002,21.49,74.249916,30.26
2018-01-09,173.622116,159.46000700000002,186.699997,91.639999,118.760002,267.34481800000003,112.110001,67.489998,54.760311,11.82,155.139999,90.809998,66.190002,268.5,33.514454,45.07,109.150002,39.689999,30.77,16.026691,73.279816,91.190002,101.629997,112.18,39.529999,187.869995,137.83999599999999,96.040001,136.28999299999998,49.226421,33.446949,1106.26001,1112.790039,104.809998,14.85,21.809998999999998,162.232697,43.326065,164.850006,128.949997,28.43255,108.581741,197.07286100000002,159.5,92.107399,87.807526,92.120003,42.970001,59.669998,221.80215499999997,49.060001,67.32539399999999,79.190002,64.714546,69.0,124.150002,89.690002,46.389998999999996,100.377235,28.851146999999997,37.490002000000004,98.433113,80.690002,109.78244,118.902992,112.970001,51.610001000000004,80.620003,21.040001,74.448868,30.190001000000002
2018-01-10,173.582275,158.899994,187.110001,90.110001,117.650002,271.46536299999997,111.470001,66.33000200000001,53.203143999999995,11.96,152.110001,89.510002,66.83000200000001,262.829987,33.236492,44.84,108.800003,39.91,31.620001000000002,16.937517,73.788567,90.82,101.230003,112.25,37.700001,187.83999599999999,139.0,97.279999,137.009995,49.545364,33.128883,1102.609985,1110.140015,103.57,15.19,22.049999,162.57926899999998,42.213612,163.509995,128.16000400000001,28.204138,105.678276,191.177719,159.860001,90.55418399999999,87.40939300000001,92.379997,43.310001,60.650002,223.541077,48.799999,67.04744000000001,79.370003,64.704643,67.739998,124.510002,89.339996,47.07,98.30348199999999,28.503063,36.619999,98.13428499999999,81.489998,109.09623,118.773224,111.959999,51.689999,80.910004,21.23,73.712738,30.35
2018-01-11,174.568268,159.110001,188.919998,91.190002,117.18,272.991852,113.260002,65.209999,53.103329,12.14,152.21000700000002,90.790001,69.239998,263.5,33.574017,44.869999,109.099998,40.099998,32.110001000000004,16.927828,73.828468,89.809998,101.089996,112.0,37.810001,187.770004,139.770004,97.779999,137.830002,50.093540000000004,33.556282,1105.52002,1112.050049,104.0,15.45,22.41,162.599091,43.117481,163.0,129.610001,28.561655,105.638504,188.644104,160.919998,91.709137,87.668182,93.550003,42.82,61.810001,223.940826,48.950001,66.372398,79.75,64.873192,68.879997,126.160004,89.709999,49.009997999999996,99.619514,28.612461,36.48,98.871391,82.18,110.060898,119.631721,112.230003,52.110001000000004,82.25,21.18,73.95148499999999,31.860001
2018-01-12,176.370911,160.110001,195.050003,92.019997,118.470001,275.735535,115.910004,65.519997,53.352875,12.02,154.220001,91.83000200000001,70.360001,264.290009,33.842056,45.07,110.239998,40.869999,32.080002,16.821241,74.377121,90.040001,101.290001,113.129997,38.02,179.369995,141.809998,97.610001,137.220001,50.113476,34.450855,1122.26001,1130.650024,103.260002,15.81,22.92,161.549423,42.948627,164.509995,130.130005,28.690758000000002,106.68256399999999,188.035645,162.330002,93.03335600000001,89.181076,96.57,42.810001,62.77,222.84150699999998,49.509997999999996,67.166565,80.540001,64.823616,71.040001,125.949997,90.370003,51.259997999999996,100.90564,28.662186,36.900002,99.777824,82.0,112.099617,119.88128700000001,113.610001,51.860001000000004,83.120003,21.120001000000002,74.269814,32.77
2018-01-16,175.474579,157.96000700000002,192.46000700000002,93.099998,119.389999,257.47753900000004,111.980003,64.5,54.400963,11.91,153.389999,91.279999,68.709999,263.25,33.772564,44.279999,108.889999,40.540001000000004,31.940001000000002,16.801863,74.546707,89.959999,101.059998,111.91999799999999,37.68,178.389999,140.520004,97.16999799999999,137.509995,50.173279,34.202362,1121.76001,1130.699951,104.599998,15.81,22.879998999999998,162.252502,42.8493,162.28999299999998,130.03999299999998,28.412689,107.050468,189.910919,162.28999299999998,92.923836,87.93692,95.860001,42.919998,62.27,219.97329700000003,49.59,67.762192,80.41999799999999,67.669189,69.300003,124.589996,89.269997,51.509997999999996,99.5597,27.71739,36.720001,99.718063,82.220001,112.298515,120.180771,112.650002,51.66,83.879997,20.620001000000002,73.38446,32.349998
2018-01-17,178.372757,160.21000700000002,196.490005,95.57,122.050003,257.667114,113.0,65.400002,57.235806000000004,12.18,155.75,92.849998,70.360001,265.809998,34.219291999999996,44.860001000000004,110.040001,41.200001,31.940001000000002,16.889069,75.653976,91.190002,100.610001,113.139999,37.990002000000004,177.600006,139.550003,97.599998,138.25,50.681587,34.619831,1131.97998,1139.099976,105.800003,16.07,23.459999,167.00569199999998,44.090874,164.28999299999998,132.130005,28.472277000000002,112.847458,204.56395,164.320007,95.60211899999999,89.718552,97.279999,44.259997999999996,63.59,224.580429,50.27,69.132126,82.470001,67.441147,70.849998,126.599998,90.980003,52.139998999999996,101.88269,27.369307,36.849998,100.176262,82.940002,118.504173,121.768005,114.0,51.720001,85.160004,20.24,75.463539,31.92
2018-01-18,178.532104,160.940002,196.199997,97.239998,120.900002,255.352432,112.550003,65.08000200000001,57.295696,12.47,158.33999599999999,92.290001,69.800003,269.799988,33.941326000000004,44.939999,111.769997,41.299999,31.66,16.801863,76.561745,91.379997,100.480003,115.279999,38.740002000000004,179.800003,138.0,97.540001,137.940002,51.179932,34.639706,1129.790039,1135.969971,106.18,15.97,23.290001,167.471115,44.180267,164.399994,134.0,27.469240000000003,114.00089299999999,204.933014,165.479996,96.8666,89.67873399999999,97.5,43.990002000000004,63.299999,224.300613,50.23,68.407455,82.940002,67.470901,70.699997,125.470001,91.470001,52.009997999999996,101.982391,27.100784,37.150002,99.578613,82.730003,115.76931,122.896042,114.540001,51.549999,86.400002,20.190001000000002,75.90124499999999,31.370001000000002
2018-01-19,177.735352,161.75,195.729996,96.139999,121.440002,261.218933,115.290001,65.629997,57.295696,12.59,161.53999299999998,93.129997,70.57,266.390015,33.822201,45.599998,111.93,41.290001000000004,32.16,16.772793,77.100426,92.720001,100.980003,116.18,38.43,181.28999299999998,138.759995,98.470001,138.110001,52.226456,34.450855,1137.51001,1143.5,108.010002,16.08,23.700001,160.786926,44.517979,167.740005,137.350006,27.65793,114.36878999999999,207.00778200000002,166.830002,97.025894,89.579201,97.800003,42.75,63.09,229.96708700000002,50.580002,68.983215,83.839996,67.460983,68.400002,125.940002,92.610001,52.619999,98.90168,27.309633,37.209998999999996,100.33564,83.25,116.186996,122.48674799999999,114.480003,51.91,85.599998,20.24,75.314323,31.799999
2018-01-22,176.281281,161.429993,197.83999599999999,96.650002,122.769997,261.248871,117.43,65.650002,57.355582999999996,12.65,163.130005,91.980003,71.300003,262.109985,34.467471999999994,45.689999,112.889999,41.66,32.200001,17.12162,77.768776,93.839996,101.709999,117.989998,39.580002,185.369995,141.059998,99.190002,140.190002,51.708179,34.500553000000004,1155.810059,1164.160034,109.099998,16.049999,23.85,161.014694,45.441711,168.669998,138.449997,28.164413,113.941223,208.66360500000002,168.279999,98.260506,91.181679,97.33000200000001,42.880001,63.52,233.544861,50.709998999999996,69.191681,83.980003,68.085617,66.339996,128.009995,92.959999,53.16,98.423126,26.394671999999996,37.869999,100.863564,83.75,118.78263100000001,124.113922,114.459999,53.459998999999996,86.239998,20.549999,75.045738,32.639998999999996
2018-01-23,176.32110600000001,160.880005,200.08999599999999,96.470001,122.099998,260.181305,118.730003,66.0,57.684986,12.94,161.850006,91.82,71.550003,262.899994,34.497253,45.75,113.239998,42.099998,32.57,16.792173000000002,78.06804699999999,94.010002,101.949997,117.66999799999999,39.77,189.350006,142.58999599999999,99.129997,140.389999,51.150032,34.351459999999996,1169.969971,1176.170044,109.889999,16.67,23.809998999999998,164.629105,45.749621999999995,168.46000700000002,139.21000700000002,27.935999,115.353195,214.52882400000001,167.190002,98.09124,91.470322,96.760002,43.950001,63.84,238.761627,51.119999,69.479568,84.209999,67.758423,67.32,128.149994,93.379997,54.060001,99.071175,26.464289,37.189999,100.305748,83.91999799999999,119.230148,124.433365,115.769997,53.23,87.339996,20.73,75.145218,32.580002
2018-01-24,173.512573,160.600006,197.779999,95.339996,120.860001,258.894257,116.900002,66.019997,56.776642,12.71,161.53999299999998,91.199997,70.08000200000001,256.859985,34.646164,45.380001,112.849998,42.169998,32.599998,16.850309,78.257576,93.779999,101.190002,114.660004,39.82,186.550003,142.130005,100.559998,140.139999,51.668308,33.914112,1164.23999,1171.290039,112.16999799999999,16.68,23.66,163.757675,45.203327,167.550003,140.190002,27.777103000000004,114.27930500000001,209.20224,167.009995,94.945,91.390694,95.839996,43.080002,62.93,235.65354900000003,51.450001,67.523933,83.709999,67.40149699999999,66.900002,128.889999,92.839996,52.970001,96.837906,26.653247999999998,37.02,101.989136,87.279999,109.09623,124.333542,115.769997,54.220001,86.970001,20.52,73.095985,32.360001000000004
2018-01-25,170.415192,160.78999299999998,197.509995,91.980003,120.629997,252.269531,116.870003,66.870003,55.658671999999996,12.41,159.929993,91.199997,70.82,247.289993,34.874493,44.860001000000004,111.959999,41.900002,32.82,17.228209,77.758804,94.0,101.860001,114.5,40.02,187.479996,134.940002,101.5,140.800003,52.057018,33.605984,1170.369995,1182.140015,112.199997,16.48,23.32,163.856705,44.994743,167.820007,140.119995,27.479172,112.449722,198.748627,168.58999599999999,92.07753000000001,91.898315,97.68,43.009997999999996,62.490002000000004,236.203217,51.599998,68.129486,84.339996,66.846252,66.059998,130.899994,91.910004,53.169998,94.76416800000001,27.001331,37.450001,102.238159,88.279999,109.54376200000002,125.00237299999999,115.989998,54.290001000000004,87.989998,20.799999,69.37552600000001,32.380001
2018-01-26,170.813568,162.550003,201.300003,93.839996,122.33000200000001,261.248871,117.779999,67.620003,57.016201,12.95,163.96000700000002,92.730003,72.519997,250.789993,35.638892999999996,45.799999,113.699997,42.560001,33.07,17.654551,78.237625,94.699997,102.5,115.199997,40.889998999999996,190.0,138.240005,102.879997,142.580002,52.625130000000006,34.172546000000004,1175.839966,1187.560059,113.260002,16.709999,23.91,165.708466,49.742535,170.440002,142.139999,27.995586,112.79774499999999,202.060272,170.33999599999999,96.488251,93.620216,99.0,43.669998,63.34,243.178879,52.75,69.49942800000001,85.449997,67.94680799999999,67.940002,135.220001,92.959999,54.939999,97.057243,27.558264,37.82,103.94145999999999,88.940002,113.064278,126.10046399999999,115.309998,54.720001,89.599998,21.16,71.56403399999999,32.830002
2018-01-29,167.278,161.190002,198.229996,93.779999,120.760002,255.921127,116.379997,67.25,55.229457999999994,13.32,162.75,92.129997,72.449997,245.47000099999997,35.380779,44.560001,113.300003,42.849998,33.259997999999996,17.470449,77.958313,93.68,100.120003,117.650002,40.799999,185.979996,138.889999,102.690002,143.029999,52.266319,34.043327000000005,1175.579956,1186.47998,112.41999799999999,16.969998999999998,23.809998999999998,165.17373700000002,49.643208,169.21000700000002,139.669998,28.283587,111.49515500000001,195.47688300000002,168.550003,96.458382,93.480873,99.18,43.290001000000004,62.799999,246.696686,51.939999,68.32803299999999,84.309998,66.747108,68.190002,132.949997,91.279999,55.110001000000004,96.807999,26.921768,37.259997999999996,103.473297,87.43,112.029999,124.62303200000001,112.410004,54.130001,87.449997,20.83,71.802773,32.84
2018-01-30,166.292007,159.699997,196.899994,91.550003,120.809998,254.005524,115.019997,66.559998,53.283001,12.87,161.679993,92.550003,71.610001,240.979996,35.291435,43.98,112.230003,42.25,32.860001000000004,17.257275,77.569275,92.690002,99.0,118.699997,40.400002,187.119995,140.949997,102.660004,142.53999299999998,51.309502,32.134914,1163.689941,1177.369995,111.379997,16.540001,23.440001000000002,162.024734,48.461227,168.5,139.03999299999998,28.124689,108.790558,190.599182,167.190002,94.576607,92.306389,99.800003,41.669998,62.310001,242.56926,50.959998999999996,68.059998,83.779999,66.419914,70.66999799999999,131.46000700000002,91.32,54.98,96.917664,26.474234000000003,37.439999,101.929375,87.68,109.889999,123.33528100000001,112.150002,53.900002,87.08000200000001,20.6,71.753029,32.68
